Workshop Name,PoleStudio,Workshop Seite Eversports,Version
WORKSHOP - Pole Quickies,Body,https://www.eversports.de/e/workshop/khS-WthfD,2023-05-07 20:58:49
Leg Flexibility,Body,https://www.eversports.de/e/workshop/IjlX8GIy0,2023-05-07 20:58:49
WORKSHOP - Easy Spinning & Beautiful Shapes,Body,https://www.eversports.de/e/workshop/wHQv8FUDZ,2023-05-07 20:58:49
Aerial Weekend,Center,https://www.eversports.de/e/workshop/Z00aWKDcZ,2023-05-07 20:58:50
Floorwork chill your Base 2.0,Da,https://www.eversports.de/e/workshop/VMupi3nsw,2023-05-07 20:58:50
Seductive Chairdance 1.0,Da,https://www.eversports.de/e/workshop/Oox-MTspv,2023-05-07 20:58:50
Fifteen Shapes of Jade ,Da,https://www.eversports.de/e/workshop/66jGgpFOE,2023-05-07 20:58:50
Grundkurs Yoga,Niyaha,https://www.eversports.de/e/workshop/gDJXE2uFj,2023-05-07 20:58:50
Grundkurs Yoga,Niyaha,https://www.eversports.de/e/workshop/jbd49uhKh,2023-05-07 20:58:50
Double Pole Tricks,POLEDANCE,https://www.eversports.de/e/workshop/98ghRyErd,2023-05-07 20:58:51
Kids & Teens Pole,POLEDANCE,https://www.eversports.de/e/workshop/LOcQPC1ZF,2023-05-07 20:58:51
Thalia Werner - Contemporary Fusion ,Pole,https://www.eversports.de/e/workshop/NVAczuvnN,2023-05-07 20:58:51
Thalia Werner - Floorwork,Pole,https://www.eversports.de/e/workshop/VBdaRdVrZ,2023-05-07 20:58:51
Heels Basics Kurs,Pole,https://www.eversports.de/e/workshop/dqpjB93Vx,2023-05-07 20:58:51
Flexy Legs Middle Split,Pole,https://www.eversports.de/e/workshop/53j86q0Bo,2023-05-07 20:58:52
Waacking,Pole,https://www.eversports.de/e/workshop/z2sxK0__7,2023-05-07 20:58:52
 Pole Combo,Pole,https://www.eversports.de/e/workshop/pOsyP5iw5,2023-05-07 20:58:52
Balance Basics,Pole,https://www.eversports.de/e/workshop/NHX_CM9wu,2023-05-07 20:58:52
Movement around the handstand ,Pole,https://www.eversports.de/e/workshop/eN9tBJH5r,2023-05-07 20:58:52
Pole Workshop Special,Pole,https://www.eversports.de/e/workshop/VEsGZqDPi,2023-05-07 20:58:52
Signature Tricks mit Aerial Allie,Pole,https://www.eversports.de/e/workshop/jRw8eBA4-,2023-05-07 20:58:52
Static Kombos mit Lea,Pole,https://www.eversports.de/e/workshop/qBVCfYWAV,2023-05-07 20:58:52
High Heels Flow mit Lea,Pole,https://www.eversports.de/e/workshop/6iXGNtubv,2023-05-07 20:58:52
Schnupperstunde Poledance,Pole,https://www.eversports.de/e/workshop/oSGTcBNAF,2023-05-07 20:58:52
Pole meets Contemporary ,PoleCreation,https://www.eversports.de/e/workshop/KjVwEKuKe,2023-05-07 20:58:52
Poledance Einsteiger Workshop - 4 Wochen,PoleRoom,https://www.eversports.de/e/workshop/ZIMc3H2rz,2023-05-07 20:58:53
Poledance Anfänger Workshop - 4 Wochen ,PoleRoom,https://www.eversports.de/e/workshop/rQCLL8LWx,2023-05-07 20:58:53
Acro Yoga Workshop,Polefriends,https://www.eversports.de/e/workshop/pzxHAdEai,2023-05-07 20:58:53
 Hoop Flow,Pura,https://www.eversports.de/e/workshop/uJKzjpYv8,2023-05-07 20:58:53
Rücken Fit mit dem Spinefitter,Pura,https://www.eversports.de/e/workshop/CbHcdoEKz,2023-05-07 20:58:53
Pole meets dance mit Anna,Pura,https://www.eversports.de/e/workshop/b8-Dnxtb2,2023-05-07 20:58:53
Discofox-Block,Ramonas,https://www.eversports.de/e/workshop/QLMJCW-dD,2023-05-07 20:58:53
Discofox-Block 2,Ramonas,https://www.eversports.de/e/workshop/DPJ_IU3mb,2023-05-07 20:58:53
"Ent-wicklung Handstand, Das Gleichgewicht auf Händen finden",Seemannsbraut,https://www.eversports.de/e/workshop/iiFA6UA0n,2023-05-07 20:58:54
Einsteiger-Workshop,Star,https://www.eversports.de/e/workshop/-0-v6AkNq,2023-05-07 20:58:54
Hip Mobility (4 Wochen Intensivkurs),Yoga,https://www.eversports.de/e/workshop/69oCVwxsO,2023-05-07 20:58:54
Spinning Pole Combos Einsteiger Online Workshop,Yoga,https://www.eversports.de/e/workshop/R3VflUB-G,2023-05-07 20:58:54
Yoga Rad Fortgeschrittene Online Workshop,Yoga,https://www.eversports.de/e/workshop/uLOMWc_ox,2023-05-07 20:58:54
Split & Straddle Technik Online Workshop ,Yoga,https://www.eversports.de/e/workshop/6HjnBPeOE,2023-05-07 20:58:54
 Yoga Rad Online Workshop: Schwerpunkt Backbends ,Yoga,https://www.eversports.de/e/workshop/qWwvQ8wm6,2023-05-07 20:58:54
4 Wochen Online Intensivkurs: Inversions ,Yoga,https://www.eversports.de/e/workshop/YO8CD_tJi,2023-05-07 20:58:54
Atemtechniken Online Workshop ,Yoga,https://www.eversports.de/e/workshop/v4j4ZnWFW,2023-05-07 20:58:54
"Exotic Pole Choreo | Externer Beginner Workshop by ""Alexandra Po"" 45€",aerialflow,https://www.eversports.de/e/workshop/ocz15aUrk,2023-05-07 20:58:54
Hard Style Exotic Pole Workshop,poda,https://www.eversports.de/e/workshop/dCR2PVd05,2023-05-07 20:58:55
Circus Kids Luftakrobatik Workshop,poda,https://www.eversports.de/e/workshop/nb8_WV2wH,2023-05-07 20:58:55
*Fortsetzung folgt...* Lady Marmalade Chair Dance Workshop,poda,https://www.eversports.de/e/workshop/cDPxswQQp,2023-05-07 20:58:55
*Fortsetzung folgt...* Azzlack Stereotyp 2 - Exotic Pole Workshop,poda,https://www.eversports.de/e/workshop/xo_EQbOQn,2023-05-07 20:58:55
Circus Kids Luftakrobatik Workshop,poda,https://www.eversports.de/e/workshop/HGkpQ9uAJ,2023-05-07 20:58:55
Circus Kids Luftakrobatik Workshop,poda,https://www.eversports.de/e/workshop/Bz5neTPTa,2023-05-07 20:58:55
Circus Kids Luftakrobatik Workshop,poda,https://www.eversports.de/e/workshop/3zdELX6G_,2023-05-07 20:58:55
Circus Kids Luftakrobatik Workshop,poda,https://www.eversports.de/e/workshop/tUZ-pbNF0,2023-05-07 20:58:55
Circus Kids Luftakrobatik Workshop,poda,https://www.eversports.de/e/workshop/5u5RfrpDC,2023-05-07 20:58:55
Circus Kids Luftakrobatik Workshop,poda,https://www.eversports.de/e/workshop/RPiNq9mm6,2023-05-07 20:58:55
