Workshop Name,PoleStudio,Workshop Seite Eversports,Version
Pole Mini Choreo (Beginners),AIRobics,https://www.eversports.de/e/workshop/lD4asREMG,2023-05-02 00:17:36
"Pole Handspring, Pegasus & Flips (Int./Adv.)",AIRobics,https://www.eversports.de/e/workshop/ZpTaIytyi,2023-05-02 00:17:36
Aerial Art Flohmarkt,Aerial,https://www.eversports.de/e/workshop/WJDlscIXv,2023-05-02 00:17:36
Aerial Art Jahresfeier,Aerial,https://www.eversports.de/e/workshop/sFY-vvLKY,2023-05-02 00:17:36
Twerkshop by Sophia in Saarbrücken,Aerial,https://www.eversports.de/e/workshop/zrkq_Im5o,2023-05-02 00:17:36
Zusatztermin: Twerkshop by Sophia in Saarbrücken,Aerial,https://www.eversports.de/e/workshop/bGEDyXMW4,2023-05-02 00:17:36
Fusion Dance Workshop mit Elena Loch,Aerial,https://www.eversports.de/e/workshop/erk8O3C53,2023-05-02 00:17:36
Burlesque Sommer-Workshop: Be a Pin-Up Summer Queen! - in Quierschied,Aerial,https://www.eversports.de/e/workshop/ldKcgdQXu,2023-05-02 00:17:36
Workshop: Aerial Yin Yoga (alle Level),Aerial,https://www.eversports.de/e/workshop/ALi2zs13Z,2023-05-02 00:17:36
Workshop: Invert Step by Step (Part I),Aerial,https://www.eversports.de/e/workshop/nZbRhgMk2,2023-05-02 00:17:36
 ACRO YOGA I 7.5.23,BALANCE,https://www.eversports.de/e/workshop/g6EEILusE,2023-05-02 00:17:37
AERIAL HOOP I Probestunde,BALANCE,https://www.eversports.de/e/workshop/SwtmTSjBW,2023-05-02 00:17:37
AERIAL FUN mit dem Tuch I ab 10 Jahre ,BALANCE,https://www.eversports.de/e/workshop/-NFd3-_2E,2023-05-02 00:17:37
POLE HANDSPRINGS & Vorbereitung ,BALANCE,https://www.eversports.de/e/workshop/AMs-fuA_f,2023-05-02 00:17:37
WORKSHOP Splits around & up the Pole - intermediate Level,Body,https://www.eversports.de/e/workshop/UtfY_Qc2y,2023-05-02 00:17:37
WORKSHOP Splits around & up the pole - intermediate/advanced Level,Body,https://www.eversports.de/e/workshop/Nvi9yQbsm,2023-05-02 00:17:37
WORKSHOP Splits on Pole - intermediate Level,Body,https://www.eversports.de/e/workshop/T54FU0AiJ,2023-05-02 00:17:37
WORKSHOP Flow Nice & Low - Choreo,Body,https://www.eversports.de/e/workshop/45UMmjF2w,2023-05-02 00:17:37
WORKSHOP - Pole Quickies,Body,https://www.eversports.de/e/workshop/khS-WthfD,2023-05-02 00:17:37
Leg Flexibility,Body,https://www.eversports.de/e/workshop/IjlX8GIy0,2023-05-02 00:17:37
WORKSHOP - Easy Spinning & Beautiful Shapes,Body,https://www.eversports.de/e/workshop/wHQv8FUDZ,2023-05-02 00:17:37
Aerial Weekend,Center,https://www.eversports.de/e/workshop/Z00aWKDcZ,2023-05-02 00:17:38
Magic Spinning Combos ,Da,https://www.eversports.de/e/workshop/zbGwBniyk,2023-05-02 00:17:39
Exotic Low Flow,Da,https://www.eversports.de/e/workshop/I-5P6DhRX,2023-05-02 00:17:39
Floorwork chill your Base 2.0,Da,https://www.eversports.de/e/workshop/VMupi3nsw,2023-05-02 00:17:39
Seductive Chairdance 1.0,Da,https://www.eversports.de/e/workshop/Oox-MTspv,2023-05-02 00:17:39
Fifteen Shapes of Jade ,Da,https://www.eversports.de/e/workshop/66jGgpFOE,2023-05-02 00:17:39
Grundkurs Yoga,Niyaha,https://www.eversports.de/e/workshop/gDJXE2uFj,2023-05-02 00:17:41
KAKAOZEREMONIE mit Josi,Niyaha,https://www.eversports.de/e/workshop/OhwyJvyIz,2023-05-02 00:17:41
Grundkurs Yoga,Niyaha,https://www.eversports.de/e/workshop/jbd49uhKh,2023-05-02 00:17:41
Kids & Teens Pole,POLEDANCE,https://www.eversports.de/e/workshop/LOcQPC1ZF,2023-05-02 00:17:42
Thalia Werner - Contemporary Fusion ,Pole,https://www.eversports.de/e/workshop/NVAczuvnN,2023-05-02 00:17:43
Thalia Werner - Floorwork,Pole,https://www.eversports.de/e/workshop/VBdaRdVrZ,2023-05-02 00:17:43
Heels Basics Kurs,Pole,https://www.eversports.de/e/workshop/dqpjB93Vx,2023-05-02 00:17:43
Flexy Legs Middle Split,Pole,https://www.eversports.de/e/workshop/53j86q0Bo,2023-05-02 00:17:44
Waacking,Pole,https://www.eversports.de/e/workshop/z2sxK0__7,2023-05-02 00:17:44
 Pole Combo,Pole,https://www.eversports.de/e/workshop/pOsyP5iw5,2023-05-02 00:17:44
Balance Basics,Pole,https://www.eversports.de/e/workshop/NHX_CM9wu,2023-05-02 00:17:44
Movement around the handstand ,Pole,https://www.eversports.de/e/workshop/eN9tBJH5r,2023-05-02 00:17:44
Signature Tricks mit Aerial Allie,Pole,https://www.eversports.de/e/workshop/jRw8eBA4-,2023-05-02 00:17:44
Static Kombos mit Lea,Pole,https://www.eversports.de/e/workshop/qBVCfYWAV,2023-05-02 00:17:44
High Heels Flow mit Lea,Pole,https://www.eversports.de/e/workshop/6iXGNtubv,2023-05-02 00:17:44
