City,Image Source,Business Name,Rating,Number of Reviews,Categories,Address,Eversports URL:L
Ginsheim-gustavsburg,https://files.eversports.com/1529e6c9-8798-4b61-baef-6ea8512f2ac3/brass_monkeyjpg-small.webp,5 (7 Rezensionen),rating,5 (7 Rezensionen),"['Poledance', 'Stretching', 'Aerial Dance', 'Aerial Hoop', '+ 1']","Klarastraße 4 , 55116 Mainz",https://www.eversports.de/l/poledance/Ginsheim-Gustavsburg
Gladbeck,https://files.eversports.com/8266b2aa-47aa-4afc-a0e6-53f71558a2c3/m8u_4943-1jpg-small.webp,"4,8 (49 Rezensionen)",rating,"4,8 (49 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Aerial Yoga', '+ 24']","Pfefferackerstraße 2A , 45894 Gelsenkirchen",https://www.eversports.de/l/poledance/Gladbeck
Gladbeck,https://files.eversports.com/b3f06722-6554-40c9-b466-fdaa125db09a/_22b2424jpg-small.webp,"4,9 (66 Rezensionen)",rating,"4,9 (66 Rezensionen)","['Fitness', 'Poledance', 'Aerial Yoga', 'Barre-Training', '+ 9']","Gelsenkirchener Straße 37 , 46282 Dorsten",https://www.eversports.de/l/poledance/Gladbeck
Gladbeck,https://files.eversports.com/8dfffeef-dcbc-45e2-83d6-eaa61f63fd68/tanzsaaljpg-small.webp,5 (11 Rezensionen),rating,5 (11 Rezensionen),"['Tanzen', 'Zumba', 'Hip Hop', 'Poledance', '+ 16']","Ückendorfer Straße 121 , 45886 Gelsenkirchen",https://www.eversports.de/l/poledance/Gladbeck
Gladbeck,https://files.eversports.com/423f4250-800d-4685-b334-3e4c9f49ed32/c0fed07f-e5c6-4250-afc6-8430e77c7d5fjpeg-small.webp,5 (22 Rezensionen),rating,5 (22 Rezensionen),"['Tanzen', 'Poledance', 'Stretching', 'Floorwork', '+ 4']","Eickeler Markt 3A , 44651 Herne",https://www.eversports.de/l/poledance/Gladbeck
Glinde,https://files.eversports.com/fc2ddda9-5ed5-49ed-a41e-2228042722d9/_z3a3511jpg-small.webp,"4,9 (57 Rezensionen)",rating,"4,9 (57 Rezensionen)","['Yoga', 'Poledance', 'Aerial Yoga', 'Floorwork', '+ 9']","Süderstraße 159A , 20537 Hamburg",https://www.eversports.de/l/poledance/Glinde
Glinde,https://files.eversports.com/aa909fae-006d-4839-bc28-75abee14b39b/feel-good-factory-hamburg-erste-stunde_studio-1png-small.webp,5 (9 Rezensionen),rating,5 (9 Rezensionen),"['Tanzen', 'Poledance', 'Flexibles Training', 'Bodywork', '+ 15']","Holsteinischer Kamp 37 , 22081 Hamburg",https://www.eversports.de/l/poledance/Glinde
Glinde,https://files.eversports.com/8cbb2bc4-7116-4df4-9ea2-87463a1db8ae/25jpg-small.webp,"4,9 (46 Rezensionen)",rating,"4,9 (46 Rezensionen)","['Yoga', 'Poledance', 'Aerial Yoga', 'Akrobatik', '+ 12']","Holsteinischer Kamp 58 , 22081 Hamburg",https://www.eversports.de/l/poledance/Glinde
Glücksburg,https://files.eversports.com/86ae05b5-4c74-476a-b2d4-c269c2f98416/dd290718-b950-4071-8301-0e57ba0a4281jpeg-small.webp,"4,9 (34 Rezensionen)",rating,"4,9 (34 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Funktionelles Training', '+ 13']","Ochsenweg 27-29 , 24941 Flensburg",https://www.eversports.de/l/poledance/Glücksburg
Glücksburg,https://files.eversports.com/d8b98a8e-e520-49d8-b6e4-8c2835bc2b84/1fb4829e-e4e5-4b93-a5f8-7089c7b67633jpeg-small.webp,5 (21 Rezensionen),rating,5 (21 Rezensionen),"['Fitness', 'Golf', 'Pilates', 'Personal Training', '+ 21']","Mathildenstraße 2 , 24937 Flensburg",https://www.eversports.de/l/poledance/Glücksburg
Gommern,https://files.eversports.com/4b2be055-5760-4931-a3ea-b3f673e11450/tpl_logo_300jpg-small.webp,5 (34 Rezensionen),rating,5 (34 Rezensionen),['Poledance'],"Goethestraße 6b , 39108 Magdeburg",https://www.eversports.de/l/poledance/Gommern
Göppingen,https://files.eversports.com/976141ce-0eb1-4588-b952-520526e0c124/_22b9264jpg-small.webp,5 (22 Rezensionen),rating,5 (22 Rezensionen),"['Tanzen', 'Poledance', 'Krafttraining', 'Stretching', '+ 5']","Im Pfingstwasen 1 , 73035 Göppingen",https://www.eversports.de/l/poledance/Göppingen
Göppingen,https://files.eversports.com/830c9f96-a68a-4da5-8cbc-e7a2f7641050/a0cc2761-5b6b-4f41-856c-1a809cba359djpeg-small.webp,5 (36 Rezensionen),rating,5 (36 Rezensionen),"['Poledance', 'Power Pole', 'Stretching', 'Handstand', '+ 4']","Geislinger Straße 2 , 73326 Deggingen",https://www.eversports.de/l/poledance/Göppingen
Gräfenberg,https://files.eversports.com/9844a6b6-eea5-4af6-ae11-9bade0c3af85/77853df6-d090-4d93-8140-2e3def3c5686jpeg-small.webp,"4,9 (24 Rezensionen)",rating,"4,9 (24 Rezensionen)","['Tanzen', 'Poledance', 'Akrobatik', 'Aerial Hoop', '+ 1']","Daimlerstraße 8 , 91301 Forchheim",https://www.eversports.de/l/poledance/Gräfenberg
Grevenbroich,https://files.eversports.com/dee0e1aa-0ad2-4bd3-9b3e-39122c9974f6/xq9a2590ajpg-small.webp,"4,9 (30 Rezensionen)",rating,"4,9 (30 Rezensionen)","['Poledance', 'Aerial Dance', 'Tanz', 'Mobility', '+ 1']","Hindenburgstraße , 41061 Mönchengladbach",https://www.eversports.de/l/poledance/Grevenbroich
Griesheim,https://files.eversports.com/eb559ada-b564-4055-9643-4eb299140399/dsc00776jpg-small.webp,"4,8 (18 Rezensionen)",rating,"4,8 (18 Rezensionen)","['Poledance', 'Aerial Hoop', 'Polesport', 'Heels', '+ 4']","Heidelberger Landstrasse, 64297 Darmstadt",https://www.eversports.de/l/poledance/Griesheim
Gronau,https://files.eversports.com/22e7d9d0-8dd2-42d6-9685-23324183cb55/poledance-classpng-small.webp,"4,9 (41 Rezensionen)",rating,"4,9 (41 Rezensionen)","['Fitness', 'Tanzen', 'Poledance']","Het Sander 43 , 7522 AL Enschede",https://www.eversports.de/l/poledance/Gronau
