Workshop Name,Workshop Beschreibung,PoleStudio,Stadt,Straße,Datum,Uhrzeit,Dauer,Level,Trainer,Trainer Beschreibung,Preis,Workshop Everest Seite,PoleStudio Eversports Seite,Version
Hip Hop Pole Workshop,"In diesem Workshop werden Hip Hop Dance Moves und Pole Elemente kombiniert und zu einer Choreografie verbunden. Macht euch auf was gefasst - es wird musikalisch und verrückt, wobei der Spaß an der Choreo im Vordergrund steht!Dieser Workshop ist sowohl für Pole Anfänger als auch für Fortgeschrittene geeignet.Kleidung: saubere Sneakers/Socken, lange HosePreis: 35€ pro Person / 30€ für Poda MitgliederIn diesem Workshop werden Hip Hop Dance Moves und Pole Elemente kombiniert und zu einer Choreografie verbunden. Macht euch auf was gefasst - es wird musikalisch und verrückt, wobei der Spaß an der Choreo im Vordergrund steht!Dieser Workshop ist sowohl für Pole Anfänger als auch für Fortgeschrittene geeignet.Kleidung: saubere Sneakers/Socken, lange HosePreis: 35€ pro Person / 30€ für Poda Mitglieder",poda Studio,Aachen,"10-12 Martinstraße Innenhof, 52062",30.04.2023,20:15-21:45 Uhr,90 min,Alle Level,Lara,"Offen, Engagiert & Floorworkfanatiker
Lara tanzt seit ihrem 4. Lebensjahr. Es war Liebe auf den ersten Schritt. Sei es Ballett, Modern, Contemporary, Hip Hop oder Commercial; Sie war für Alles zu begeistern.
Sie trat diversen Leistungsgruppen bei und sammelte Bühnen- und Wettkampferfahrung, die sie jetzt an ihre Schüler weiter gibt.
2014 begann sie ihre ersten Kindertanzkurse zu unterrichten. Es folgten sowohl Grund- als auch Meisterschaftsgruppen in HipHop und Jazz Dance.
Im Jahr 2021 ist sie auf der Suche nach neuen Herausforderung bei uns im Poda gelandet. Ihre Leidenschaft zum Pole war schnell geweckt.
In ihrer Freizeit ist sie viel mit den Hunden aus dem Tierheim unterwegs und verwandelt durch tropische Pflanzen ihre Wohnung zu einem heimischen Dschungel.","Preis: 35,00 €",https://www.eversports.de/e/workshop/x31ysLeOS,https://www.eversports.de/s/poda-studio,2023-04-18 16:20:01
