City,Image Source,Business Name,Rating,Number of Reviews,Categories,Address,Eversports URL:L,Eversports URL:S,DWO URL
Hannover,https://files.eversports.com/e9b9a7b7-d3d5-48da-811c-b60017115ae4/bildschirmfoto-2018-09-10-um-140430png-small.webp,Pole Dance Studio Passion Hannover,rating,"4,7 (13 Rezensionen)",['Poledance'],"Büttnerstraße 22 , 30165 Hannover",https://www.eversports.de/l/poledance/Hannover,https://www.eversports.de/s/pole-dance-studio-passion-hannover,https://www.eversports.de/dwo/poledance/Hannover
Hattingen,https://files.eversports.com/0c94db94-ebfc-4633-97dd-3af834b736ea/linab-web-3jpg-small.webp,Polearize,rating,"4,9 (74 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Bootcamp', '+ 4']","Rottstraße 6 , 44793 Bochum",https://www.eversports.de/l/poledance/Hattingen,https://www.eversports.de/s/polearize,https://www.eversports.de/dwo/poledance/Hattingen
Heidelberg,https://files.eversports.com/0db99d38-69d4-40a9-8f26-a66645108783/miriams-web-4349jpg-small.webp,Pole and Move Mannheim,rating,"4,9 (43 Rezensionen)","['Fitness', 'Poledance', 'Raumvermietung', 'Power Pole', '+ 11']","Edisonstraße 20 , 68309 Mannheim",https://www.eversports.de/l/poledance/Heidelberg,https://www.eversports.de/s/pole-and-move-mannheim,https://www.eversports.de/dwo/poledance/Heidelberg
Heilbronn,https://files.eversports.com/1d5b3c05-5ab4-4d7f-bb92-5dd22aea60a4/unbenannt-2png-small.webp,POLEside,rating,"4,9 (11 Rezensionen)","['Fitness', 'Poledance', 'Aerial Yoga', 'Floorwork', '+ 4']","Saline 5 , 74177 Bad Friedrichshall",https://www.eversports.de/l/poledance/Heilbronn,https://www.eversports.de/s/poleside,https://www.eversports.de/dwo/poledance/Heilbronn
Heiligenhaus,https://files.eversports.com/b0bce89e-0a39-429d-b996-6173bcde1313/20220515144802_fr2_2643-ps_43jpg-small.webp,POLEDANCE NRW,rating,"4,9 (43 Rezensionen)","['Tanzen', 'Hip Hop', 'Poledance', 'Aerial Yoga', '+ 38']","Rethelstraße 28 Hof , 40237 Düsseldorf",https://www.eversports.de/l/poledance/Heiligenhaus,https://www.eversports.de/s/poledance-nrw,https://www.eversports.de/dwo/poledance/Heiligenhaus
Hemmingen,https://files.eversports.com/5c9996c7-5ebd-4d58-8ab5-c7dd4868a552/6f280b72-5907-44f3-a169-e9da0b1ada59jpeg-small.webp,La Belle,rating,5 (23 Rezensionen),"['Fitness', 'Tanzen', 'Poledance', 'Ballett', '+ 12']","Marktplatz 4 , 30853 Langenhagen",https://www.eversports.de/l/poledance/Hemmingen,https://www.eversports.de/s/la-belle,https://www.eversports.de/dwo/poledance/Hemmingen
Hemsbach,https://files.eversports.com/0db99d38-69d4-40a9-8f26-a66645108783/miriams-web-4349jpg-small.webp,Pole and Move Mannheim,rating,"4,9 (43 Rezensionen)","['Fitness', 'Poledance', 'Raumvermietung', 'Power Pole', '+ 11']","Edisonstraße 20 , 68309 Mannheim",https://www.eversports.de/l/poledance/Hemsbach,https://www.eversports.de/s/pole-and-move-mannheim,https://www.eversports.de/dwo/poledance/Hemsbach
Hennef,https://files.eversports.com/ce4d6229-b12d-4d23-93f2-8deb41f5175d/069jpg-small.webp,Yoga and Pole Art by Selina,rating,5 (49 Rezensionen),"['Poledance', 'Aerial Yoga', 'Personal Training', 'Meditation', '+ 8']","Zum Wingert 10 , 53783 Eitorf",https://www.eversports.de/l/poledance/Hennef,https://www.eversports.de/s/yoga-and-pole-art-by-selina,https://www.eversports.de/dwo/poledance/Hennef
Hennigsdorf,https://files.eversports.com/a006ebd7-6e7c-484e-a854-38c78fb2f26a/logo-agata-2-rjpg-small.webp,Schönheitstanz Studio,rating,5 (33 Rezensionen),"['Fitness', 'Tanzen', 'Yoga', 'Poledance', '+ 8']","Charitestraße 4 , 10117 Berlin",https://www.eversports.de/l/poledance/Hennigsdorf,https://www.eversports.de/s/schoenheitstanz-studio,https://www.eversports.de/dwo/poledance/Hennigsdorf
Heppenheim,https://files.eversports.com/0db99d38-69d4-40a9-8f26-a66645108783/miriams-web-4349jpg-small.webp,Pole and Move Mannheim,rating,"4,9 (43 Rezensionen)","['Fitness', 'Poledance', 'Raumvermietung', 'Power Pole', '+ 11']","Edisonstraße 20 , 68309 Mannheim",https://www.eversports.de/l/poledance/Heppenheim,https://www.eversports.de/s/pole-and-move-mannheim,https://www.eversports.de/dwo/poledance/Heppenheim
Herbolzheim,https://files.eversports.com/7b039bba-323e-4649-ad88-fdbc96ef529a/logo_weissjpg-small.webp,Tanzteufel,rating,"4,9 (36 Rezensionen)","['Poledance', 'Power Pole', 'Chairdance', 'Aerial Silk', '+ 4']","Karl-Friedrich-Straße 76 , 79312 Emmendingen",https://www.eversports.de/l/poledance/Herbolzheim,https://www.eversports.de/s/tanzteufel,https://www.eversports.de/dwo/poledance/Herbolzheim
Herford,/static/media/icon-white.929e2590.svg,Luftbonbon,rating,5 (9 Rezensionen),"['Poledance', 'Aerial Yoga', 'Chairdance', 'Aerial Hoop', '+ 3']","Königstraße 45 , 32547 Bad Oeynhausen",https://www.eversports.de/l/poledance/Herford,https://www.eversports.de/s/luftbonbon,https://www.eversports.de/dwo/poledance/Herford
Herne,https://files.eversports.com/8266b2aa-47aa-4afc-a0e6-53f71558a2c3/m8u_4943-1jpg-small.webp,aerialflow,rating,"4,8 (48 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Aerial Yoga', '+ 24']","Pfefferackerstraße 2A , 45894 Gelsenkirchen",https://www.eversports.de/l/poledance/Herne,https://www.eversports.de/s/aerialflow,https://www.eversports.de/dwo/poledance/Herne
Herrenberg,/static/media/icon-white.929e2590.svg,ST Polestudio,rating,"4,7 (11 Rezensionen)",['Poledance'],"Walkmühleweg 47, 75365 Calw",https://www.eversports.de/l/poledance/Herrenberg,https://www.eversports.de/s/st-polestudio,https://www.eversports.de/dwo/poledance/Herrenberg
Herten,https://files.eversports.com/8266b2aa-47aa-4afc-a0e6-53f71558a2c3/m8u_4943-1jpg-small.webp,aerialflow,rating,"4,8 (48 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Aerial Yoga', '+ 24']","Pfefferackerstraße 2A , 45894 Gelsenkirchen",https://www.eversports.de/l/poledance/Herten,https://www.eversports.de/s/aerialflow,https://www.eversports.de/dwo/poledance/Herten
Herzogenaurach,https://files.eversports.com/e5ed9769-85df-431b-8f0a-671a61bcde60/logo1_lightpinkpng-small.webp,POLE HEROES,rating,"4,9 (55 Rezensionen)","['Yoga', 'Poledance', 'Flexibles Training', 'Power Pole', '+ 5']","Karl-Zucker-Straße 7-9, 91052 Erlangen",https://www.eversports.de/l/poledance/Herzogenaurach,https://www.eversports.de/s/pole-heroes,https://www.eversports.de/dwo/poledance/Herzogenaurach
Herzogenrath,https://files.eversports.com/b5fbdb8d-cc1e-44ab-872b-d0b211cc9007/d-img_2188-6jpg-small.webp,poda Studio,rating,"4,9 (47 Rezensionen)","['Fitness', 'Tanzen', 'Yoga', 'Poledance', '+ 17']","Martinstraße 10-12 , 52062 Aachen",https://www.eversports.de/l/poledance/Herzogenrath,https://www.eversports.de/s/poda-studio,https://www.eversports.de/dwo/poledance/Herzogenrath
Heusenstamm,https://files.eversports.com/dee0e1aa-0ad2-4bd3-9b3e-39122c9974f6/xq9a2590ajpg-small.webp,Lift Off – Poledance Academy,rating,"4,9 (30 Rezensionen)","['Poledance', 'Mobility', 'Online Klasse']","Location (siehe Buchung) , 60314 Frankfurt am Main",https://www.eversports.de/l/poledance/Heusenstamm,https://www.eversports.de/s/lift-off-poledance-academy,https://www.eversports.de/dwo/poledance/Heusenstamm
Hilden,https://files.eversports.com/b0bce89e-0a39-429d-b996-6173bcde1313/20220515144802_fr2_2643-ps_43jpg-small.webp,POLEDANCE NRW,rating,"4,9 (43 Rezensionen)","['Tanzen', 'Hip Hop', 'Poledance', 'Aerial Yoga', '+ 38']","Rethelstraße 28 Hof , 40237 Düsseldorf",https://www.eversports.de/l/poledance/Hilden,https://www.eversports.de/s/poledance-nrw,https://www.eversports.de/dwo/poledance/Hilden
Hockenheim,https://files.eversports.com/3f2ba352-5ef2-4265-bbd9-b75a03e20abc/img_8663jpg-small.webp,Pole and Move Heidelberg,rating,5 (14 Rezensionen),"['Poledance', 'Power Pole', 'Stretching', 'Chairdance', '+ 1']","Hauptstraße 58, 69214 Eppelheim",https://www.eversports.de/l/poledance/Hockenheim,https://www.eversports.de/s/pole-and-move-heidelberg,https://www.eversports.de/dwo/poledance/Hockenheim
Höhr-grenzhausen,https://files.eversports.com/d18b8ba6-2a87-45d9-84b2-0a331bc8731e/image1jpeg-small.webp,Polefamily-Koblenz,rating,5 (20 Rezensionen),"['Tanzen', 'Poledance', 'Aerial Yoga', 'Flexibles Training', '+ 4']","Löhrstraße 48 , 56068 Koblenz",https://www.eversports.de/l/poledance/Höhr-Grenzhausen,https://www.eversports.de/s/polefamily-koblenz,https://www.eversports.de/dwo/poledance/Höhr-Grenzhausen
Homberg,https://files.eversports.com/d18b8ba6-2a87-45d9-84b2-0a331bc8731e/image1jpeg-small.webp,Polefamily-Koblenz,rating,5 (20 Rezensionen),"['Tanzen', 'Poledance', 'Aerial Yoga', 'Flexibles Training', '+ 4']","Löhrstraße 48 , 56068 Koblenz",https://www.eversports.de/l/poledance/Homberg,https://www.eversports.de/s/polefamily-koblenz,https://www.eversports.de/dwo/poledance/Homberg
Homberg,https://files.eversports.com/d18b8ba6-2a87-45d9-84b2-0a331bc8731e/image1jpeg-small.webp,Polefamily-Koblenz,rating,5 (20 Rezensionen),"['Tanzen', 'Poledance', 'Aerial Yoga', 'Flexibles Training', '+ 4']","Löhrstraße 48 , 56068 Koblenz",https://www.eversports.de/l/poledance/Homberg,https://www.eversports.de/s/polefamily-koblenz,https://www.eversports.de/dwo/poledance/Homberg
Homburg,https://files.eversports.com/e45849a1-27fa-435d-bed6-51b8d2a6f654/6ca22531-a7bb-498d-93f0-b70e2eb29454jpeg-small.webp,Pole Arts,rating,5 (29 Rezensionen),"['Poledance', 'Stretching', 'Heels', 'Twerken', '+ 1']","Bexbacher Straße 8 , 66540 Neunkirchen",https://www.eversports.de/l/poledance/Homburg,https://www.eversports.de/s/pole-arts,https://www.eversports.de/dwo/poledance/Homburg
Hürth,https://files.eversports.com/463db4b8-85b0-4fbb-8477-bfa03324e2ae/17211914_745099798983333_6506084998826309716_ojpg-small.webp,Pole Paradise,rating,"4,9 (61 Rezensionen)","['Fitness', 'Gymnastik', 'Tanzen', 'Turnen', '+ 9']","Ravensburgerstraße 110-112, 50739 Köln",https://www.eversports.de/l/poledance/Hürth,https://www.eversports.de/s/pole-paradise,https://www.eversports.de/dwo/poledance/Hürth
Immenhausen,https://files.eversports.com/b4900683-42e8-40ac-a35d-d7784172c4bc/104435046_672422056669469_6034553583716755523_njpg-small.webp,Pole for Soul GbR,rating,5 (19 Rezensionen),"['Yoga', 'Poledance', 'Aerial Yoga', 'Krafttraining', '+ 7']","Die Schlagd 1, 34125 Kassel",https://www.eversports.de/l/poledance/Immenhausen,https://www.eversports.de/s/pole-for-soul-gbr,https://www.eversports.de/dwo/poledance/Immenhausen
Jülich,https://files.eversports.com/0aed1787-d224-4868-b032-4f0a1ffc8ff2/photo-2021-12-12-11-50-04jpg-small.webp,Pura Studio,rating,5 (60 Rezensionen),"['Yoga', 'Poledance', 'Massage', 'Stretching', '+ 1']","Schaufenberger Straße 61 , 52477 Alsdorf",https://www.eversports.de/l/poledance/Jülich,https://www.eversports.de/s/pura-studio,https://www.eversports.de/dwo/poledance/Jülich
Kaarst,https://files.eversports.com/b0bce89e-0a39-429d-b996-6173bcde1313/20220515144802_fr2_2643-ps_43jpg-small.webp,POLEDANCE NRW,rating,"4,9 (43 Rezensionen)","['Tanzen', 'Hip Hop', 'Poledance', 'Aerial Yoga', '+ 38']","Rethelstraße 28 Hof , 40237 Düsseldorf",https://www.eversports.de/l/poledance/Kaarst,https://www.eversports.de/s/poledance-nrw,https://www.eversports.de/dwo/poledance/Kaarst
Kandel,https://files.eversports.com/4fc22a43-cee0-4061-a632-f7c9d5ee381b/unknown-1jpg-small.webp,Papillon Dance and Sport Academy,rating,5 (23 Rezensionen),"['Tanzen', 'Poledance', 'Ballett', 'Stretching', '+ 3']","Hardtstraße 39a , 76185 Karlsruhe",https://www.eversports.de/l/poledance/Kandel,https://www.eversports.de/s/papillon-dance-and-sport-academy,https://www.eversports.de/dwo/poledance/Kandel
Karben,https://files.eversports.com/64b2ce0b-d0f6-497a-beff-57c64038ce03/studio-6jpg-small.webp,UpsideDown Studio Bad Homburg,rating,5 (18 Rezensionen),"['Fitness', 'Tanzen', 'Yoga', 'Poledance', '+ 15']","Louisenstraße 98 , 61348 Bad Homburg vor der Höhe",https://www.eversports.de/l/poledance/Karben,https://www.eversports.de/s/upsidedown-studio-bad-homburg,https://www.eversports.de/dwo/poledance/Karben
Karlsruhe,https://files.eversports.com/4fc22a43-cee0-4061-a632-f7c9d5ee381b/unknown-1jpg-small.webp,Papillon Dance and Sport Academy,rating,5 (23 Rezensionen),"['Tanzen', 'Poledance', 'Ballett', 'Stretching', '+ 3']","Hardtstraße 39a , 76185 Karlsruhe",https://www.eversports.de/l/poledance/Karlsruhe,https://www.eversports.de/s/papillon-dance-and-sport-academy,https://www.eversports.de/dwo/poledance/Karlsruhe
Kassel,https://files.eversports.com/b4900683-42e8-40ac-a35d-d7784172c4bc/104435046_672422056669469_6034553583716755523_njpg-small.webp,Pole for Soul GbR,rating,5 (19 Rezensionen),"['Yoga', 'Poledance', 'Aerial Yoga', 'Krafttraining', '+ 7']","Die Schlagd 1, 34125 Kassel",https://www.eversports.de/l/poledance/Kassel,https://www.eversports.de/s/pole-for-soul-gbr,https://www.eversports.de/dwo/poledance/Kassel
Kaub,https://files.eversports.com/6debfbac-5718-47a9-ad52-8289481f7569/img_20180321_172157jpg-small.webp,Pole Oase,rating,5 (15 Rezensionen),"['Fitness', 'Tanzen', 'Poledance', 'Acroyoga', '+ 2']","Kleine Grabenstraße 1, 65385 Rüdesheim am Rhein",https://www.eversports.de/l/poledance/Kaub,https://www.eversports.de/s/pole-oase,https://www.eversports.de/dwo/poledance/Kaub
Kelheim,https://files.eversports.com/a73d40e1-eaf2-4300-b464-141124923110/13631394_1634636236854453_5896347896473718519_n-small.webp,Polesition Regensburg,rating,"4,9 (27 Rezensionen)","['Pilates', 'Tanzen', 'Poledance', 'Aerial Yoga', '+ 10']","Rebhuhnstraße 4, 93326 Abensberg",https://www.eversports.de/l/poledance/Kelheim,https://www.eversports.de/s/polesition-regensburg,https://www.eversports.de/dwo/poledance/Kelheim
Kempen,https://files.eversports.com/35e4f24f-327f-4302-8f10-fccde1e443db/14472012kl4-small.webp,Pole Dance Krefeld,rating,"4,9 (86 Rezensionen)","['Aerobic', 'Poledance', 'Zirkeltraining', 'Bodywork', '+ 8']","Hochfelder Straße 47, 47809 Krefeld",https://www.eversports.de/l/poledance/Kempen,https://www.eversports.de/s/pole-dance-krefeld,https://www.eversports.de/dwo/poledance/Kempen
Kempten,https://files.eversports.com/bc62b8a5-4c1d-4e17-bbb4-619f855a3590/img_1-2jpeg-small.webp,PoleCreation,rating,5 (18 Rezensionen),"['Fitness', 'Poledance', 'Personal Training', 'Akrobatik', '+ 1']","Immenstädter Straße 11 , 87435 Kempten (Allgäu)",https://www.eversports.de/l/poledance/Kempten,https://www.eversports.de/s/polecreation,https://www.eversports.de/dwo/poledance/Kempten
Kenzingen,https://files.eversports.com/7b039bba-323e-4649-ad88-fdbc96ef529a/logo_weissjpg-small.webp,Tanzteufel,rating,"4,9 (36 Rezensionen)","['Poledance', 'Power Pole', 'Chairdance', 'Aerial Silk', '+ 4']","Karl-Friedrich-Straße 76 , 79312 Emmendingen",https://www.eversports.de/l/poledance/Kenzingen,https://www.eversports.de/s/tanzteufel,https://www.eversports.de/dwo/poledance/Kenzingen
Kerpen,https://files.eversports.com/48526262-3f17-4fa7-b464-11bf46c27ef6/pole_partypng-small.webp,Star Poledance,rating,5 (14 Rezensionen),"['Fitness', 'Poledance', 'Ballett', 'Akrobatik', '+ 12']","Rudolf-Diesel-Straße 6 , 53919 Weilerswist",https://www.eversports.de/l/poledance/Kerpen,https://www.eversports.de/s/star-poledance,https://www.eversports.de/dwo/poledance/Kerpen
Kiel,https://files.eversports.com/fae4e502-1edb-4a6d-89b4-f79d161fb109/bildschirmfoto-2018-10-23-um-113904png-small.webp,Pure Motion Kiel,rating,"4,9 (72 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Stretching', '+ 2']","Eichkamp 1 , 24116 Kiel",https://www.eversports.de/l/poledance/Kiel,https://www.eversports.de/s/pure-motion-kiel,https://www.eversports.de/dwo/poledance/Kiel
Koblenz,https://files.eversports.com/d18b8ba6-2a87-45d9-84b2-0a331bc8731e/image1jpeg-small.webp,Polefamily-Koblenz,rating,5 (20 Rezensionen),"['Tanzen', 'Poledance', 'Aerial Yoga', 'Flexibles Training', '+ 4']","Löhrstraße 48 , 56068 Koblenz",https://www.eversports.de/l/poledance/Koblenz,https://www.eversports.de/s/polefamily-koblenz,https://www.eversports.de/dwo/poledance/Koblenz
Königsbrunn,https://files.eversports.com/f8b9581d-04c2-40ef-95d8-5a121ec4b153/pole_plus_basic_butterflyjpg-small.webp,Pole Plus,rating,"4,9 (5 Rezensionen)","['Poledance', 'Stretching', 'Online Klasse']","Ulmer Straße 152 , 86156 Augsburg",https://www.eversports.de/l/poledance/Königsbrunn,https://www.eversports.de/s/pole-plus,https://www.eversports.de/dwo/poledance/Königsbrunn
Königswinter,https://files.eversports.com/18242dc3-f36f-4481-b3e8-46af81f3a64a/dsc_1123jpg-small.webp,Polestructions,rating,"4,9 (154 Rezensionen)","['Fitness', 'Tanzen', 'Poledance', 'Funsport', '+ 14']","Auguststraße 8, 53229 Bonn",https://www.eversports.de/l/poledance/Königswinter,https://www.eversports.de/s/polestructions,https://www.eversports.de/dwo/poledance/Königswinter
Kornwestheim,https://files.eversports.com/84293197-ba6b-4e7b-87cd-d48465de814f/colour_circlepng-small.webp,VerticalArts Pole & Aerial Fitness,rating,"4,8 (66 Rezensionen)","['Poledance', 'Aerial Yoga', 'Floorwork', 'Aerial Hoop', '+ 2']","Augustenstraße 21 , 70178 Stuttgart",https://www.eversports.de/l/poledance/Kornwestheim,https://www.eversports.de/s/verticalarts-pole-and-aerial-fitness,https://www.eversports.de/dwo/poledance/Kornwestheim
Krefeld,https://files.eversports.com/35e4f24f-327f-4302-8f10-fccde1e443db/14472012kl4-small.webp,Pole Dance Krefeld,rating,"4,9 (86 Rezensionen)","['Aerobic', 'Poledance', 'Zirkeltraining', 'Bodywork', '+ 8']","Hochfelder Straße 47, 47809 Krefeld",https://www.eversports.de/l/poledance/Krefeld,https://www.eversports.de/s/pole-dance-krefeld,https://www.eversports.de/dwo/poledance/Krefeld
Laatzen,https://files.eversports.com/5c9996c7-5ebd-4d58-8ab5-c7dd4868a552/6f280b72-5907-44f3-a169-e9da0b1ada59jpeg-small.webp,La Belle,rating,5 (23 Rezensionen),"['Fitness', 'Tanzen', 'Poledance', 'Ballett', '+ 12']","Marktplatz 4 , 30853 Langenhagen",https://www.eversports.de/l/poledance/Laatzen,https://www.eversports.de/s/la-belle,https://www.eversports.de/dwo/poledance/Laatzen
Ladenburg,https://files.eversports.com/0db99d38-69d4-40a9-8f26-a66645108783/miriams-web-4349jpg-small.webp,Pole and Move Mannheim,rating,"4,9 (43 Rezensionen)","['Fitness', 'Poledance', 'Raumvermietung', 'Power Pole', '+ 11']","Edisonstraße 20 , 68309 Mannheim",https://www.eversports.de/l/poledance/Ladenburg,https://www.eversports.de/s/pole-and-move-mannheim,https://www.eversports.de/dwo/poledance/Ladenburg
Lahnstein,https://files.eversports.com/d18b8ba6-2a87-45d9-84b2-0a331bc8731e/image1jpeg-small.webp,Polefamily-Koblenz,rating,5 (20 Rezensionen),"['Tanzen', 'Poledance', 'Aerial Yoga', 'Flexibles Training', '+ 4']","Löhrstraße 48 , 56068 Koblenz",https://www.eversports.de/l/poledance/Lahnstein,https://www.eversports.de/s/polefamily-koblenz,https://www.eversports.de/dwo/poledance/Lahnstein
Lampertheim,https://files.eversports.com/0db99d38-69d4-40a9-8f26-a66645108783/miriams-web-4349jpg-small.webp,Pole and Move Mannheim,rating,"4,9 (43 Rezensionen)","['Fitness', 'Poledance', 'Raumvermietung', 'Power Pole', '+ 11']","Edisonstraße 20 , 68309 Mannheim",https://www.eversports.de/l/poledance/Lampertheim,https://www.eversports.de/s/pole-and-move-mannheim,https://www.eversports.de/dwo/poledance/Lampertheim
Landsberg,https://files.eversports.com/2d79726e-9264-42a7-b570-5dc1acd5b1d7/_b2a3268-small.webp,Polefriends Halle,rating,5 (38 Rezensionen),"['Fitness', 'Poledance', 'Akrobatik', 'Acroyoga', '+ 17']","Leipziger Straße 36 , 06108 Halle",https://www.eversports.de/l/poledance/Landsberg,https://www.eversports.de/s/polefriends-halle,https://www.eversports.de/dwo/poledance/Landsberg
Langen,https://files.eversports.com/dee0e1aa-0ad2-4bd3-9b3e-39122c9974f6/xq9a2590ajpg-small.webp,Lift Off – Poledance Academy,rating,"4,9 (30 Rezensionen)","['Poledance', 'Mobility', 'Online Klasse']","Location (siehe Buchung) , 60314 Frankfurt am Main",https://www.eversports.de/l/poledance/Langen,https://www.eversports.de/s/lift-off-poledance-academy,https://www.eversports.de/dwo/poledance/Langen
Langenfeld,https://files.eversports.com/b0bce89e-0a39-429d-b996-6173bcde1313/20220515144802_fr2_2643-ps_43jpg-small.webp,POLEDANCE NRW,rating,"4,9 (43 Rezensionen)","['Tanzen', 'Hip Hop', 'Poledance', 'Aerial Yoga', '+ 38']","Rethelstraße 28 Hof , 40237 Düsseldorf",https://www.eversports.de/l/poledance/Langenfeld,https://www.eversports.de/s/poledance-nrw,https://www.eversports.de/dwo/poledance/Langenfeld
Langenhagen,https://files.eversports.com/5c9996c7-5ebd-4d58-8ab5-c7dd4868a552/6f280b72-5907-44f3-a169-e9da0b1ada59jpeg-small.webp,La Belle,rating,5 (23 Rezensionen),"['Fitness', 'Tanzen', 'Poledance', 'Ballett', '+ 12']","Marktplatz 4 , 30853 Langenhagen",https://www.eversports.de/l/poledance/Langenhagen,https://www.eversports.de/s/la-belle,https://www.eversports.de/dwo/poledance/Langenhagen
Lebach,https://files.eversports.com/22c70aea-bf3a-4ee2-be9b-62d7b2024bfa/fuer-eversportsjpg-small.webp,Aerial Art Poledance,rating,"4,9 (103 Rezensionen)","['Poledance', 'Online Klasse']","Holzer Straße 98 , 66287 Quierschied",https://www.eversports.de/l/poledance/Lebach,https://www.eversports.de/s/aerial-art-poledance,https://www.eversports.de/dwo/poledance/Lebach
Lehrte,https://files.eversports.com/6e127c8c-2239-4faf-b266-42c016e205f6/pexels-yan-krukau-8613313jpg-small.webp,Yoga Vidya Burgdorf,rating,(Noch keine Bewertungen),"['Yoga', 'Theorieraum', 'Rückenfit', 'Gruppenangebote', '+ 84']","Marktstraße 65 , 31303 Burgdorf",https://www.eversports.de/l/poledance/Lehrte,https://www.eversports.de/s/yoga-vidya-burgdorf,https://www.eversports.de/dwo/poledance/Lehrte
Leichlingen,https://files.eversports.com/b0bce89e-0a39-429d-b996-6173bcde1313/20220515144802_fr2_2643-ps_43jpg-small.webp,POLEDANCE NRW,rating,"4,9 (43 Rezensionen)","['Tanzen', 'Hip Hop', 'Poledance', 'Aerial Yoga', '+ 38']","Rethelstraße 28 Hof , 40237 Düsseldorf",https://www.eversports.de/l/poledance/Leichlingen,https://www.eversports.de/s/poledance-nrw,https://www.eversports.de/dwo/poledance/Leichlingen
Leimen,https://files.eversports.com/3f2ba352-5ef2-4265-bbd9-b75a03e20abc/img_8663jpg-small.webp,Pole and Move Heidelberg,rating,5 (14 Rezensionen),"['Poledance', 'Power Pole', 'Stretching', 'Chairdance', '+ 1']","Hauptstraße 58, 69214 Eppelheim",https://www.eversports.de/l/poledance/Leimen,https://www.eversports.de/s/pole-and-move-heidelberg,https://www.eversports.de/dwo/poledance/Leimen
Leinfelden-echterdingen,https://files.eversports.com/84293197-ba6b-4e7b-87cd-d48465de814f/colour_circlepng-small.webp,VerticalArts Pole & Aerial Fitness,rating,"4,8 (66 Rezensionen)","['Poledance', 'Aerial Yoga', 'Floorwork', 'Aerial Hoop', '+ 2']","Augustenstraße 21 , 70178 Stuttgart",https://www.eversports.de/l/poledance/Leinfelden-Echterdingen,https://www.eversports.de/s/verticalarts-pole-and-aerial-fitness,https://www.eversports.de/dwo/poledance/Leinfelden-Echterdingen
Leingarten,https://files.eversports.com/1d5b3c05-5ab4-4d7f-bb92-5dd22aea60a4/unbenannt-2png-small.webp,POLEside,rating,"4,9 (11 Rezensionen)","['Fitness', 'Poledance', 'Aerial Yoga', 'Floorwork', '+ 4']","Saline 5 , 74177 Bad Friedrichshall",https://www.eversports.de/l/poledance/Leingarten,https://www.eversports.de/s/poleside,https://www.eversports.de/dwo/poledance/Leingarten
Leipzig,https://files.eversports.com/192deef2-7990-4e17-8bbb-30a588dfcb7a/43jpg-small.webp,Poledancestar,rating,"4,9 (51 Rezensionen)","['Fitness', 'Tanzen', 'Turnen', 'Poledance', '+ 4']","Gabelsbergerstraße 1A , 04317 Leipzig",https://www.eversports.de/l/poledance/Leipzig,https://www.eversports.de/s/poledancestar,https://www.eversports.de/dwo/poledance/Leipzig
Lengerich,https://files.eversports.com/49b461dd-628a-4bcc-8b40-1b9571fc6100/ab6a5565jpg-small.webp,Stadtgazellen Studio,rating,"4,9 (63 Rezensionen)","['Fitness', 'Yoga', 'Poledance', 'Aerial Yoga', '+ 7']","Neulandstraße 12 , 49084 Osnabrück",https://www.eversports.de/l/poledance/Lengerich,https://www.eversports.de/s/stadtgazellen-studio,https://www.eversports.de/dwo/poledance/Lengerich
Leonberg,https://files.eversports.com/84293197-ba6b-4e7b-87cd-d48465de814f/colour_circlepng-small.webp,VerticalArts Pole & Aerial Fitness,rating,"4,8 (66 Rezensionen)","['Poledance', 'Aerial Yoga', 'Floorwork', 'Aerial Hoop', '+ 2']","Augustenstraße 21 , 70178 Stuttgart",https://www.eversports.de/l/poledance/Leonberg,https://www.eversports.de/s/verticalarts-pole-and-aerial-fitness,https://www.eversports.de/dwo/poledance/Leonberg
Leverkusen,https://files.eversports.com/df995aed-3365-4f88-9da9-4213ea64cafc/7ce51552-9fc1-458e-820e-d86ce90f25fdjpeg-small.webp,Dance & Pole Leverkusen,rating,5 (3 Rezensionen),['Poledance'],"Schillerstraße 6 , 51379 Leverkusen",https://www.eversports.de/l/poledance/Leverkusen,https://www.eversports.de/s/dance-and-pole-leverkusen,https://www.eversports.de/dwo/poledance/Leverkusen
Lich,https://files.eversports.com/dd5a4408-aea3-4504-ab29-32abd1d5aff3/vereinsheim-eingangjpg-small.webp,TSG Blau-Gold Gießen e.V.,rating,"4,7 (105 Rezensionen)","['Boxen', 'Fitness', 'Kampfsport', 'Pilates', '+ 78']","An der Hessenhalle 1 , 35398 Gießen",https://www.eversports.de/l/poledance/Lich,https://www.eversports.de/s/tsg-blau-gold-giessen-ev,https://www.eversports.de/dwo/poledance/Lich
Linden,https://files.eversports.com/dd5a4408-aea3-4504-ab29-32abd1d5aff3/vereinsheim-eingangjpg-small.webp,TSG Blau-Gold Gießen e.V.,rating,"4,7 (105 Rezensionen)","['Boxen', 'Fitness', 'Kampfsport', 'Pilates', '+ 78']","An der Hessenhalle 1 , 35398 Gießen",https://www.eversports.de/l/poledance/Linden,https://www.eversports.de/s/tsg-blau-gold-giessen-ev,https://www.eversports.de/dwo/poledance/Linden
