City,Image Source,Business Name,Rating,Number of Reviews,Categories,Address,Eversports URL:L,Eversports URL:S,DWO URL
Dreieich,https://files.eversports.com/dee0e1aa-0ad2-4bd3-9b3e-39122c9974f6/xq9a2590ajpg-small.webp,Lift Off – Poledance Academy,rating,"4,9 (30 Rezensionen)","['Poledance', 'Mobility', 'Online Klasse']","Location (siehe Buchung) , 60314 Frankfurt am Main",https://www.eversports.de/l/poledance/Dreieich,https://www.eversports.de/s/lift-off-poledance-academy,https://www.eversports.de/dwo/poledance/Dreieich
Drensteinfurt,https://files.eversports.com/3279e225-badb-4da9-a5d5-6e6eb535cd18/pole-dance-schwerelos-annajpg-small.webp,schwerelos Münster,rating,"4,9 (7 Rezensionen)","['Fitness', 'Tanzen', 'Yoga', 'Poledance', '+ 23']","Weseler Straße 675D , 48163 Münster",https://www.eversports.de/l/poledance/Drensteinfurt,https://www.eversports.de/s/schwerelos-muenster,https://www.eversports.de/dwo/poledance/Drensteinfurt
Duisburg,https://files.eversports.com/35e4f24f-327f-4302-8f10-fccde1e443db/14472012kl4-small.webp,Pole Dance Krefeld,rating,"4,9 (86 Rezensionen)","['Aerobic', 'Poledance', 'Zirkeltraining', 'Bodywork', '+ 8']","Hochfelder Straße 47, 47809 Krefeld",https://www.eversports.de/l/poledance/Duisburg,https://www.eversports.de/s/pole-dance-krefeld,https://www.eversports.de/dwo/poledance/Duisburg
Ebermannstadt,https://files.eversports.com/9844a6b6-eea5-4af6-ae11-9bade0c3af85/77853df6-d090-4d93-8140-2e3def3c5686jpeg-small.webp,POLE LOFT,rating,"4,9 (21 Rezensionen)","['Tanzen', 'Poledance', 'Akrobatik', 'Aerial Hoop', '+ 1']","Daimlerstraße 8 , 91301 Forchheim",https://www.eversports.de/l/poledance/Ebermannstadt,https://www.eversports.de/s/pole-loft,https://www.eversports.de/dwo/poledance/Ebermannstadt
Ebersberg,https://files.eversports.com/ab1a7da9-e1b3-4e72-8e82-f4ba0ed3b96a/whatsapp-image-2022-07-16-at-151328jpeg-small.webp,pure body concepts,rating,"4,8 (30 Rezensionen)","['Yoga', 'Hip Hop', 'Poledance', 'Kickboxen', '+ 16']","Zugspitzstr. 46a , 85591 Vaterstetten",https://www.eversports.de/l/poledance/Ebersberg,https://www.eversports.de/s/pure-body-concepts-1,https://www.eversports.de/dwo/poledance/Ebersberg
Elmshorn,https://files.eversports.com/7c6bb92c-bad6-4ad7-b100-9905421f30c5/image00003jpeg-small.webp,Anni's Pole-Dance Uetersen,rating,5 (14 Rezensionen),"['Poledance', 'Chairdance', 'Dehnung/Flexibilität', 'Exotic', '+ 2']","Pracherdamm 8 , 25436 Uetersen",https://www.eversports.de/l/poledance/Elmshorn,https://www.eversports.de/s/annis-pole-dance-uetersen,https://www.eversports.de/dwo/poledance/Elmshorn
Emmendingen,https://files.eversports.com/7b039bba-323e-4649-ad88-fdbc96ef529a/logo_weissjpg-small.webp,Tanzteufel,rating,"4,9 (36 Rezensionen)","['Poledance', 'Power Pole', 'Chairdance', 'Aerial Silk', '+ 4']","Karl-Friedrich-Straße 76 , 79312 Emmendingen",https://www.eversports.de/l/poledance/Emmendingen,https://www.eversports.de/s/tanzteufel,https://www.eversports.de/dwo/poledance/Emmendingen
Engen,https://files.eversports.com/7a1b1df5-c55b-416d-bdc2-2229b2e3b9bf/0s6a3462jpg-small.webp,Glow Sports Club,rating,"4,9 (13 Rezensionen)","['Fitness', 'Pilates', 'Tanzen', 'Yoga', '+ 24']","Industriepark 201 , 78244 Gottmadingen",https://www.eversports.de/l/poledance/Engen,https://www.eversports.de/s/glow-sports-club,https://www.eversports.de/dwo/poledance/Engen
Eppelheim,https://files.eversports.com/0db99d38-69d4-40a9-8f26-a66645108783/miriams-web-4349jpg-small.webp,Pole and Move Mannheim,rating,"4,9 (43 Rezensionen)","['Fitness', 'Poledance', 'Raumvermietung', 'Power Pole', '+ 11']","Edisonstraße 20 , 68309 Mannheim",https://www.eversports.de/l/poledance/Eppelheim,https://www.eversports.de/s/pole-and-move-mannheim,https://www.eversports.de/dwo/poledance/Eppelheim
Eppstein,https://files.eversports.com/6c3cb01d-0fea-4e40-8525-5c7f2463add7/img_20190622_122424jpg-small.webp,Polea - Pole and Aerial Dance,rating,5 (87 Rezensionen),"['Fitness', 'Tanzen', 'Poledance', 'Aerial Yoga', '+ 7']","Budenheimer Parkallee 5 , 55257 Budenheim",https://www.eversports.de/l/poledance/Eppstein,https://www.eversports.de/s/polea-pole-and-aerial-dance,https://www.eversports.de/dwo/poledance/Eppstein
Erftstadt,https://files.eversports.com/48526262-3f17-4fa7-b464-11bf46c27ef6/pole_partypng-small.webp,Star Poledance,rating,5 (14 Rezensionen),"['Fitness', 'Poledance', 'Ballett', 'Akrobatik', '+ 12']","Rudolf-Diesel-Straße 6 , 53919 Weilerswist",https://www.eversports.de/l/poledance/Erftstadt,https://www.eversports.de/s/star-poledance,https://www.eversports.de/dwo/poledance/Erftstadt
Erkrath,https://files.eversports.com/b0bce89e-0a39-429d-b996-6173bcde1313/20220515144802_fr2_2643-ps_43jpg-small.webp,POLEDANCE NRW,rating,"4,9 (43 Rezensionen)","['Tanzen', 'Hip Hop', 'Poledance', 'Aerial Yoga', '+ 38']","Rethelstraße 28 Hof , 40237 Düsseldorf",https://www.eversports.de/l/poledance/Erkrath,https://www.eversports.de/s/poledance-nrw,https://www.eversports.de/dwo/poledance/Erkrath
Erlangen,https://files.eversports.com/e5ed9769-85df-431b-8f0a-671a61bcde60/logo1_lightpinkpng-small.webp,POLE HEROES,rating,"4,9 (55 Rezensionen)","['Yoga', 'Poledance', 'Flexibles Training', 'Power Pole', '+ 5']","Karl-Zucker-Straße 7-9, 91052 Erlangen",https://www.eversports.de/l/poledance/Erlangen,https://www.eversports.de/s/pole-heroes,https://www.eversports.de/dwo/poledance/Erlangen
Eschborn,https://files.eversports.com/64b2ce0b-d0f6-497a-beff-57c64038ce03/studio-6jpg-small.webp,UpsideDown Studio Bad Homburg,rating,5 (18 Rezensionen),"['Fitness', 'Tanzen', 'Yoga', 'Poledance', '+ 15']","Louisenstraße 98 , 61348 Bad Homburg vor der Höhe",https://www.eversports.de/l/poledance/Eschborn,https://www.eversports.de/s/upsidedown-studio-bad-homburg,https://www.eversports.de/dwo/poledance/Eschborn
Eschweiler,https://files.eversports.com/b5fbdb8d-cc1e-44ab-872b-d0b211cc9007/d-img_2188-6jpg-small.webp,poda Studio,rating,"4,9 (47 Rezensionen)","['Fitness', 'Tanzen', 'Yoga', 'Poledance', '+ 17']","Martinstraße 10-12 , 52062 Aachen",https://www.eversports.de/l/poledance/Eschweiler,https://www.eversports.de/s/poda-studio,https://www.eversports.de/dwo/poledance/Eschweiler
Essen,https://files.eversports.com/8266b2aa-47aa-4afc-a0e6-53f71558a2c3/m8u_4943-1jpg-small.webp,aerialflow,rating,"4,8 (48 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Aerial Yoga', '+ 24']","Pfefferackerstraße 2A , 45894 Gelsenkirchen",https://www.eversports.de/l/poledance/Essen,https://www.eversports.de/s/aerialflow,https://www.eversports.de/dwo/poledance/Essen
Ettenheim,https://files.eversports.com/7b039bba-323e-4649-ad88-fdbc96ef529a/logo_weissjpg-small.webp,Tanzteufel,rating,"4,9 (36 Rezensionen)","['Poledance', 'Power Pole', 'Chairdance', 'Aerial Silk', '+ 4']","Karl-Friedrich-Straße 76 , 79312 Emmendingen",https://www.eversports.de/l/poledance/Ettenheim,https://www.eversports.de/s/tanzteufel,https://www.eversports.de/dwo/poledance/Ettenheim
Ettlingen,https://files.eversports.com/4fc22a43-cee0-4061-a632-f7c9d5ee381b/unknown-1jpg-small.webp,Papillon Dance and Sport Academy,rating,5 (23 Rezensionen),"['Tanzen', 'Poledance', 'Ballett', 'Stretching', '+ 3']","Hardtstraße 39a , 76185 Karlsruhe",https://www.eversports.de/l/poledance/Ettlingen,https://www.eversports.de/s/papillon-dance-and-sport-academy,https://www.eversports.de/dwo/poledance/Ettlingen
Euskirchen,https://files.eversports.com/48526262-3f17-4fa7-b464-11bf46c27ef6/pole_partypng-small.webp,Star Poledance,rating,5 (14 Rezensionen),"['Fitness', 'Poledance', 'Ballett', 'Akrobatik', '+ 12']","Rudolf-Diesel-Straße 6 , 53919 Weilerswist",https://www.eversports.de/l/poledance/Euskirchen,https://www.eversports.de/s/star-poledance,https://www.eversports.de/dwo/poledance/Euskirchen
Fellbach,https://files.eversports.com/84293197-ba6b-4e7b-87cd-d48465de814f/colour_circlepng-small.webp,VerticalArts Pole & Aerial Fitness,rating,"4,8 (66 Rezensionen)","['Poledance', 'Aerial Yoga', 'Floorwork', 'Aerial Hoop', '+ 2']","Augustenstraße 21 , 70178 Stuttgart",https://www.eversports.de/l/poledance/Fellbach,https://www.eversports.de/s/verticalarts-pole-and-aerial-fitness,https://www.eversports.de/dwo/poledance/Fellbach
Filderstadt,https://files.eversports.com/84293197-ba6b-4e7b-87cd-d48465de814f/colour_circlepng-small.webp,VerticalArts Pole & Aerial Fitness,rating,"4,8 (66 Rezensionen)","['Poledance', 'Aerial Yoga', 'Floorwork', 'Aerial Hoop', '+ 2']","Augustenstraße 21 , 70178 Stuttgart",https://www.eversports.de/l/poledance/Filderstadt,https://www.eversports.de/s/verticalarts-pole-and-aerial-fitness,https://www.eversports.de/dwo/poledance/Filderstadt
Flensburg,https://files.eversports.com/86ae05b5-4c74-476a-b2d4-c269c2f98416/dd290718-b950-4071-8301-0e57ba0a4281jpeg-small.webp,Seemannsbraut Poledance,rating,"4,9 (34 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Funktionelles Training', '+ 13']","Ochsenweg 27-29 , 24941 Flensburg",https://www.eversports.de/l/poledance/Flensburg,https://www.eversports.de/s/seemannsbraut-poledance,https://www.eversports.de/dwo/poledance/Flensburg
Forchheim,https://files.eversports.com/9844a6b6-eea5-4af6-ae11-9bade0c3af85/77853df6-d090-4d93-8140-2e3def3c5686jpeg-small.webp,POLE LOFT,rating,"4,9 (21 Rezensionen)","['Tanzen', 'Poledance', 'Akrobatik', 'Aerial Hoop', '+ 1']","Daimlerstraße 8 , 91301 Forchheim",https://www.eversports.de/l/poledance/Forchheim,https://www.eversports.de/s/pole-loft,https://www.eversports.de/dwo/poledance/Forchheim
Frankenthal,https://files.eversports.com/0db99d38-69d4-40a9-8f26-a66645108783/miriams-web-4349jpg-small.webp,Pole and Move Mannheim,rating,"4,9 (43 Rezensionen)","['Fitness', 'Poledance', 'Raumvermietung', 'Power Pole', '+ 11']","Edisonstraße 20 , 68309 Mannheim",https://www.eversports.de/l/poledance/Frankenthal,https://www.eversports.de/s/pole-and-move-mannheim,https://www.eversports.de/dwo/poledance/Frankenthal
Frechen,https://files.eversports.com/463db4b8-85b0-4fbb-8477-bfa03324e2ae/17211914_745099798983333_6506084998826309716_ojpg-small.webp,Pole Paradise,rating,"4,9 (61 Rezensionen)","['Fitness', 'Gymnastik', 'Tanzen', 'Turnen', '+ 9']","Ravensburgerstraße 110-112, 50739 Köln",https://www.eversports.de/l/poledance/Frechen,https://www.eversports.de/s/pole-paradise,https://www.eversports.de/dwo/poledance/Frechen
Freystadt,https://files.eversports.com/2493ff0c-9257-4c4b-8649-4fc92c88fee6/_22b1088jpg-small.webp,BALANCE Neumarkt,rating,"4,9 (92 Rezensionen)","['Pilates', 'Tanzen', 'Yoga', 'Aerobic', '+ 9']","Deininger Weg 94 , 92318 Neumarkt in der Oberpfalz",https://www.eversports.de/l/poledance/Freystadt,https://www.eversports.de/s/balance-neumarkt,https://www.eversports.de/dwo/poledance/Freystadt
Friedrichsdorf,/static/media/icon-white.929e2590.svg,UpsideDown Studio Friedrichsdorf,rating,"4,8 (3 Rezensionen)","['Fitness', 'Tanzen', 'Yoga', 'Poledance', '+ 12']","Am Houiller Platz 4D , 61381 Friedrichsdorf",https://www.eversports.de/l/poledance/Friedrichsdorf,https://www.eversports.de/s/upsidedown-studio-friedrichsdorf,https://www.eversports.de/dwo/poledance/Friedrichsdorf
Friedrichsthal,https://files.eversports.com/22c70aea-bf3a-4ee2-be9b-62d7b2024bfa/fuer-eversportsjpg-small.webp,Aerial Art Poledance,rating,"4,9 (103 Rezensionen)","['Poledance', 'Online Klasse']","Holzer Straße 98 , 66287 Quierschied",https://www.eversports.de/l/poledance/Friedrichsthal,https://www.eversports.de/s/aerial-art-poledance,https://www.eversports.de/dwo/poledance/Friedrichsthal
Fulda,https://files.eversports.com/4658a324-7c2d-4237-a143-fd0f2a07c5ea/level-41jpg-small.webp,Les.Pole,rating,5 (11 Rezensionen),"['Yoga', 'Poledance', 'Akrobatik', 'Power Pole', '+ 12']","Bellingerstraße 12 , 36043 Fulda",https://www.eversports.de/l/poledance/Fulda,https://www.eversports.de/s/lespole,https://www.eversports.de/dwo/poledance/Fulda
Garbsen,https://files.eversports.com/5c9996c7-5ebd-4d58-8ab5-c7dd4868a552/6f280b72-5907-44f3-a169-e9da0b1ada59jpeg-small.webp,La Belle,rating,5 (23 Rezensionen),"['Fitness', 'Tanzen', 'Poledance', 'Ballett', '+ 12']","Marktplatz 4 , 30853 Langenhagen",https://www.eversports.de/l/poledance/Garbsen,https://www.eversports.de/s/la-belle,https://www.eversports.de/dwo/poledance/Garbsen
Gau-algesheim,https://files.eversports.com/6c3cb01d-0fea-4e40-8525-5c7f2463add7/img_20190622_122424jpg-small.webp,Polea - Pole and Aerial Dance,rating,5 (87 Rezensionen),"['Fitness', 'Tanzen', 'Poledance', 'Aerial Yoga', '+ 7']","Budenheimer Parkallee 5 , 55257 Budenheim",https://www.eversports.de/l/poledance/Gau-Algesheim,https://www.eversports.de/s/polea-pole-and-aerial-dance,https://www.eversports.de/dwo/poledance/Gau-Algesheim
Gehrden,https://files.eversports.com/5c9996c7-5ebd-4d58-8ab5-c7dd4868a552/6f280b72-5907-44f3-a169-e9da0b1ada59jpeg-small.webp,La Belle,rating,5 (23 Rezensionen),"['Fitness', 'Tanzen', 'Poledance', 'Ballett', '+ 12']","Marktplatz 4 , 30853 Langenhagen",https://www.eversports.de/l/poledance/Gehrden,https://www.eversports.de/s/la-belle,https://www.eversports.de/dwo/poledance/Gehrden
Geilenkirchen,https://files.eversports.com/0aed1787-d224-4868-b032-4f0a1ffc8ff2/photo-2021-12-12-11-50-04jpg-small.webp,Pura Studio,rating,5 (60 Rezensionen),"['Yoga', 'Poledance', 'Massage', 'Stretching', '+ 1']","Schaufenberger Straße 61 , 52477 Alsdorf",https://www.eversports.de/l/poledance/Geilenkirchen,https://www.eversports.de/s/pura-studio,https://www.eversports.de/dwo/poledance/Geilenkirchen
Geisenheim,https://files.eversports.com/6debfbac-5718-47a9-ad52-8289481f7569/img_20180321_172157jpg-small.webp,Pole Oase,rating,5 (15 Rezensionen),"['Fitness', 'Tanzen', 'Poledance', 'Acroyoga', '+ 2']","Kleine Grabenstraße 1, 65385 Rüdesheim am Rhein",https://www.eversports.de/l/poledance/Geisenheim,https://www.eversports.de/s/pole-oase,https://www.eversports.de/dwo/poledance/Geisenheim
Geislingen,https://files.eversports.com/976141ce-0eb1-4588-b952-520526e0c124/_22b9264jpg-small.webp,Polemotions GP,rating,5 (22 Rezensionen),"['Tanzen', 'Poledance', 'Krafttraining', 'Stretching', '+ 5']","Im Pfingstwasen 1 , 73035 Göppingen",https://www.eversports.de/l/poledance/Geislingen,https://www.eversports.de/s/polemotions-gp,https://www.eversports.de/dwo/poledance/Geislingen
Gelsenkirchen,https://files.eversports.com/8266b2aa-47aa-4afc-a0e6-53f71558a2c3/m8u_4943-1jpg-small.webp,aerialflow,rating,"4,8 (48 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Aerial Yoga', '+ 24']","Pfefferackerstraße 2A , 45894 Gelsenkirchen",https://www.eversports.de/l/poledance/Gelsenkirchen,https://www.eversports.de/s/aerialflow,https://www.eversports.de/dwo/poledance/Gelsenkirchen
Georgsmarienhütte,https://files.eversports.com/49b461dd-628a-4bcc-8b40-1b9571fc6100/ab6a5565jpg-small.webp,Stadtgazellen Studio,rating,"4,9 (63 Rezensionen)","['Fitness', 'Yoga', 'Poledance', 'Aerial Yoga', '+ 7']","Neulandstraße 12 , 49084 Osnabrück",https://www.eversports.de/l/poledance/Georgsmarienhütte,https://www.eversports.de/s/stadtgazellen-studio,https://www.eversports.de/dwo/poledance/Georgsmarienhütte
Gerlingen,https://files.eversports.com/84293197-ba6b-4e7b-87cd-d48465de814f/colour_circlepng-small.webp,VerticalArts Pole & Aerial Fitness,rating,"4,8 (66 Rezensionen)","['Poledance', 'Aerial Yoga', 'Floorwork', 'Aerial Hoop', '+ 2']","Augustenstraße 21 , 70178 Stuttgart",https://www.eversports.de/l/poledance/Gerlingen,https://www.eversports.de/s/verticalarts-pole-and-aerial-fitness,https://www.eversports.de/dwo/poledance/Gerlingen
Germering,https://files.eversports.com/f1142638-8b9d-4e28-b4f9-dd0783f24253/mpd_poledetail_2964jpg-small.webp,Munich Poledance,rating,"4,9 (74 Rezensionen)","['Yoga', 'Poledance', 'Personal Training', 'Power Pole', '+ 14']","Leonrodplatz 2, 80636 München",https://www.eversports.de/l/poledance/Germering,https://www.eversports.de/s/munich-poledance,https://www.eversports.de/dwo/poledance/Germering
Gernsheim,https://files.eversports.com/eb559ada-b564-4055-9643-4eb299140399/dsc00776jpg-small.webp,Pole Faction - Pole Dance & Fitness,rating,"4,7 (15 Rezensionen)","['Poledance', 'Aerial Hoop', 'Polesport', 'Heels', '+ 4']","Heidelberger Landstrasse , 64297 Darmstadt",https://www.eversports.de/l/poledance/Gernsheim,https://www.eversports.de/s/pole-faction-pole-dance-and-fitness,https://www.eversports.de/dwo/poledance/Gernsheim
Gersthofen,https://files.eversports.com/f8b9581d-04c2-40ef-95d8-5a121ec4b153/pole_plus_basic_butterflyjpg-small.webp,Pole Plus,rating,"4,9 (5 Rezensionen)","['Poledance', 'Stretching', 'Online Klasse']","Ulmer Straße 152 , 86156 Augsburg",https://www.eversports.de/l/poledance/Gersthofen,https://www.eversports.de/s/pole-plus,https://www.eversports.de/dwo/poledance/Gersthofen
Gießen,https://files.eversports.com/dd5a4408-aea3-4504-ab29-32abd1d5aff3/vereinsheim-eingangjpg-small.webp,TSG Blau-Gold Gießen e.V.,rating,"4,7 (105 Rezensionen)","['Boxen', 'Fitness', 'Kampfsport', 'Pilates', '+ 78']","An der Hessenhalle 1 , 35398 Gießen",https://www.eversports.de/l/poledance/Gießen,https://www.eversports.de/s/tsg-blau-gold-giessen-ev,https://www.eversports.de/dwo/poledance/Gießen
Gifhorn,https://files.eversports.com/6e89875e-80ac-470b-868d-9cfee1e2c61e/20190419_151442jpg-small.webp,T-Tanzstück Wolfsburg,rating,"4,8 (18 Rezensionen)","['Yoga', 'Poledance', 'Aerial Yoga', 'Personal Training', '+ 10']","Borsigstraße 41, 38446 Wolfsburg",https://www.eversports.de/l/poledance/Gifhorn,https://www.eversports.de/s/t-tanzstueck-wolfsburg,https://www.eversports.de/dwo/poledance/Gifhorn
Ginsheim-gustavsburg,https://files.eversports.com/6c3cb01d-0fea-4e40-8525-5c7f2463add7/img_20190622_122424jpg-small.webp,Polea - Pole and Aerial Dance,rating,5 (87 Rezensionen),"['Fitness', 'Tanzen', 'Poledance', 'Aerial Yoga', '+ 7']","Budenheimer Parkallee 5 , 55257 Budenheim",https://www.eversports.de/l/poledance/Ginsheim-Gustavsburg,https://www.eversports.de/s/polea-pole-and-aerial-dance,https://www.eversports.de/dwo/poledance/Ginsheim-Gustavsburg
Gladbeck,https://files.eversports.com/8266b2aa-47aa-4afc-a0e6-53f71558a2c3/m8u_4943-1jpg-small.webp,aerialflow,rating,"4,8 (48 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Aerial Yoga', '+ 24']","Pfefferackerstraße 2A , 45894 Gelsenkirchen",https://www.eversports.de/l/poledance/Gladbeck,https://www.eversports.de/s/aerialflow,https://www.eversports.de/dwo/poledance/Gladbeck
Glinde,https://files.eversports.com/fc2ddda9-5ed5-49ed-a41e-2228042722d9/_z3a3511jpg-small.webp,Soultide,rating,"4,9 (43 Rezensionen)","['Yoga', 'Poledance', 'Aerial Yoga', 'Floorwork', '+ 9']","Süderstraße 159A , 20537 Hamburg",https://www.eversports.de/l/poledance/Glinde,https://www.eversports.de/s/soultide,https://www.eversports.de/dwo/poledance/Glinde
Glücksburg,https://files.eversports.com/86ae05b5-4c74-476a-b2d4-c269c2f98416/dd290718-b950-4071-8301-0e57ba0a4281jpeg-small.webp,Seemannsbraut Poledance,rating,"4,9 (34 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Funktionelles Training', '+ 13']","Ochsenweg 27-29 , 24941 Flensburg",https://www.eversports.de/l/poledance/Glücksburg,https://www.eversports.de/s/seemannsbraut-poledance,https://www.eversports.de/dwo/poledance/Glücksburg
Gommern,https://files.eversports.com/4b2be055-5760-4931-a3ea-b3f673e11450/tpl_logo_300jpg-small.webp,The Pole Lounge,rating,5 (31 Rezensionen),['Poledance'],"Goethestraße 6b , 39108 Magdeburg",https://www.eversports.de/l/poledance/Gommern,https://www.eversports.de/s/the-pole-lounge,https://www.eversports.de/dwo/poledance/Gommern
Göppingen,https://files.eversports.com/976141ce-0eb1-4588-b952-520526e0c124/_22b9264jpg-small.webp,Polemotions GP,rating,5 (22 Rezensionen),"['Tanzen', 'Poledance', 'Krafttraining', 'Stretching', '+ 5']","Im Pfingstwasen 1 , 73035 Göppingen",https://www.eversports.de/l/poledance/Göppingen,https://www.eversports.de/s/polemotions-gp,https://www.eversports.de/dwo/poledance/Göppingen
Gräfenberg,https://files.eversports.com/9844a6b6-eea5-4af6-ae11-9bade0c3af85/77853df6-d090-4d93-8140-2e3def3c5686jpeg-small.webp,POLE LOFT,rating,"4,9 (21 Rezensionen)","['Tanzen', 'Poledance', 'Akrobatik', 'Aerial Hoop', '+ 1']","Daimlerstraße 8 , 91301 Forchheim",https://www.eversports.de/l/poledance/Gräfenberg,https://www.eversports.de/s/pole-loft,https://www.eversports.de/dwo/poledance/Gräfenberg
Grebenstein,https://files.eversports.com/b4900683-42e8-40ac-a35d-d7784172c4bc/104435046_672422056669469_6034553583716755523_njpg-small.webp,Pole for Soul GbR,rating,5 (19 Rezensionen),"['Yoga', 'Poledance', 'Aerial Yoga', 'Krafttraining', '+ 7']","Die Schlagd 1, 34125 Kassel",https://www.eversports.de/l/poledance/Grebenstein,https://www.eversports.de/s/pole-for-soul-gbr,https://www.eversports.de/dwo/poledance/Grebenstein
Griesheim,https://files.eversports.com/eb559ada-b564-4055-9643-4eb299140399/dsc00776jpg-small.webp,Pole Faction - Pole Dance & Fitness,rating,"4,7 (15 Rezensionen)","['Poledance', 'Aerial Hoop', 'Polesport', 'Heels', '+ 4']","Heidelberger Landstrasse , 64297 Darmstadt",https://www.eversports.de/l/poledance/Griesheim,https://www.eversports.de/s/pole-faction-pole-dance-and-fitness,https://www.eversports.de/dwo/poledance/Griesheim
Gronau,https://files.eversports.com/22e7d9d0-8dd2-42d6-9685-23324183cb55/poledance-classpng-small.webp,Studio Nienke,rating,"4,9 (39 Rezensionen)","['Fitness', 'Tanzen', 'Poledance']","Het Sander 43 , 7522 AL Enschede",https://www.eversports.de/l/poledance/Gronau,https://www.eversports.de/s/studio-nienke,https://www.eversports.de/dwo/poledance/Gronau
Gronau,https://files.eversports.com/22e7d9d0-8dd2-42d6-9685-23324183cb55/poledance-classpng-small.webp,Studio Nienke,rating,"4,9 (39 Rezensionen)","['Fitness', 'Tanzen', 'Poledance']","Het Sander 43 , 7522 AL Enschede",https://www.eversports.de/l/poledance/Gronau,https://www.eversports.de/s/studio-nienke,https://www.eversports.de/dwo/poledance/Gronau
Gröningen,https://files.eversports.com/08b1616c-9871-46e9-8bc7-bb00631c314e/calipso-22april2022-29jpg-small.webp,CALIPSO STUDIO,rating,"4,8 (30 Rezensionen)","['Pilates', 'Poledance', 'Zirkeltraining', 'Barre-Training', '+ 13']","Timpweg 6 , 9731 AL Groningen",https://www.eversports.de/l/poledance/Gröningen,https://www.eversports.de/s/calipso-studio,https://www.eversports.de/dwo/poledance/Gröningen
Groß-bieberau,https://files.eversports.com/eb559ada-b564-4055-9643-4eb299140399/dsc00776jpg-small.webp,Pole Faction - Pole Dance & Fitness,rating,"4,7 (15 Rezensionen)","['Poledance', 'Aerial Hoop', 'Polesport', 'Heels', '+ 4']","Heidelberger Landstrasse , 64297 Darmstadt",https://www.eversports.de/l/poledance/Groß-Bieberau,https://www.eversports.de/s/pole-faction-pole-dance-and-fitness,https://www.eversports.de/dwo/poledance/Groß-Bieberau
Groß-gerau,https://files.eversports.com/eb559ada-b564-4055-9643-4eb299140399/dsc00776jpg-small.webp,Pole Faction - Pole Dance & Fitness,rating,"4,7 (15 Rezensionen)","['Poledance', 'Aerial Hoop', 'Polesport', 'Heels', '+ 4']","Heidelberger Landstrasse , 64297 Darmstadt",https://www.eversports.de/l/poledance/Groß-Gerau,https://www.eversports.de/s/pole-faction-pole-dance-and-fitness,https://www.eversports.de/dwo/poledance/Groß-Gerau
Groß-umstadt,https://files.eversports.com/2e88c170-1607-4842-9e6d-76fc2fdcda15/logo-eversportspng-small.webp,Vertical - Pole Aerial Dance,rating,"4,9 (21 Rezensionen)","['Yoga', 'Poledance']","Mühlstraße 100 , 63741 Aschaffenburg",https://www.eversports.de/l/poledance/Groß-Umstadt,https://www.eversports.de/s/vertical-pole-aerial-dance-1,https://www.eversports.de/dwo/poledance/Groß-Umstadt
Gundelsheim,https://files.eversports.com/1d5b3c05-5ab4-4d7f-bb92-5dd22aea60a4/unbenannt-2png-small.webp,POLEside,rating,"4,9 (11 Rezensionen)","['Fitness', 'Poledance', 'Aerial Yoga', 'Floorwork', '+ 4']","Saline 5 , 74177 Bad Friedrichshall",https://www.eversports.de/l/poledance/Gundelsheim,https://www.eversports.de/s/poleside,https://www.eversports.de/dwo/poledance/Gundelsheim
Haan,https://files.eversports.com/b0bce89e-0a39-429d-b996-6173bcde1313/20220515144802_fr2_2643-ps_43jpg-small.webp,POLEDANCE NRW,rating,"4,9 (43 Rezensionen)","['Tanzen', 'Hip Hop', 'Poledance', 'Aerial Yoga', '+ 38']","Rethelstraße 28 Hof , 40237 Düsseldorf",https://www.eversports.de/l/poledance/Haan,https://www.eversports.de/s/poledance-nrw,https://www.eversports.de/dwo/poledance/Haan
Hagenbach,https://files.eversports.com/4fc22a43-cee0-4061-a632-f7c9d5ee381b/unknown-1jpg-small.webp,Papillon Dance and Sport Academy,rating,5 (23 Rezensionen),"['Tanzen', 'Poledance', 'Ballett', 'Stretching', '+ 3']","Hardtstraße 39a , 76185 Karlsruhe",https://www.eversports.de/l/poledance/Hagenbach,https://www.eversports.de/s/papillon-dance-and-sport-academy,https://www.eversports.de/dwo/poledance/Hagenbach
Halle,https://files.eversports.com/2d79726e-9264-42a7-b570-5dc1acd5b1d7/_b2a3268-small.webp,Polefriends Halle,rating,5 (38 Rezensionen),"['Fitness', 'Poledance', 'Akrobatik', 'Acroyoga', '+ 17']","Leipziger Straße 36 , 06108 Halle",https://www.eversports.de/l/poledance/Halle,https://www.eversports.de/s/polefriends-halle,https://www.eversports.de/dwo/poledance/Halle
Halle,https://files.eversports.com/2d79726e-9264-42a7-b570-5dc1acd5b1d7/_b2a3268-small.webp,Polefriends Halle,rating,5 (38 Rezensionen),"['Fitness', 'Poledance', 'Akrobatik', 'Acroyoga', '+ 17']","Leipziger Straße 36 , 06108 Halle",https://www.eversports.de/l/poledance/Halle,https://www.eversports.de/s/polefriends-halle,https://www.eversports.de/dwo/poledance/Halle
